r_id,r_name,instructions,description,cooking_time,writer_id
146876,chicken with asiago  prosciutto  and sage,"['preheat oven to 375 degrees', 'sprinkle chicken breasts with salt and pepper', 'coat both sides with flour , shaking off excess', 'melt 4 tablespoons butter in large skillet over medium-high heat', 'add chicken breast and saute until brown , turning once , about 5 minutes', 'transfer chicken to rimmed baking sheet , reserve skillet', 'sprinkle 2 tablespoons cheese over each breast', 'top each with 2 prosciutto slices', 'bake until chicken is cooked through , about 5 minutes', 'meanwhile , add wine , minced sage , and 2 tablespoons butter to skillet', 'boil until sauce is reduced to 1 / 3 cup , scraping up browned bits , about 4 minutes', 'transfer chicken breasts to platter', 'top each with sage leaf , drizzle pan sauce over , and serve']",another from bon appetit. this is fast becoming an often-requested dish here at home.,20,1
130081,basic kentucky chocolate walnut pie,"['mix flour and sugar', 'add eggs , then butter', 'add nuts , chocolate chips and vanilla extract', 'mix thoroughly', 'pour mixture into an unbaked pie shell', 'bake in a preheated 350 degree oven for 35 - 45 minutes', 'test with tooth pick', 'pie should be chewy but not runny -- bake longer , if necessary']","now, this is the 1st recorded, basic kentucky derby day pie from southern indiana. just across the river from louisville, ky, where the kentucky derby made this pie famous!  (we can't call it by it's original name here because of trademark/copyright issues, but this is the original derby day pie recipe.)  i must be honest with you, that ever since this ""famous 1st recipe"" was used, there have been several other (modified) versions of this wonderful dessert...most of them include some sort of kentucky bourbon!!! in my opinion, the ones that include that ky bourbon are the best, but i wanted to share with you the original pie (from the 1920's)...just fyi...",55,1
60866,sauteed apples,"['melt butter with 3 tblsps water over moderate-low heat in a large skillet', 'add salt and sugar and cook apples , covered , for 3-5 minutes , or just until tender', 'increase heat to moderate and season apples', 'cook , uncovered , until tender and bottom layer is lightly golden', 'invert apples onto platter and slide back into skillet to brown other half']",a very good accompaniment to pork dishes.,25,1
327918,roasted portabella caps,"['preheat oven to 450', 'spray a cooking sheet or roasting pan', 'place mushrooms gill-side up on the pan', 'sprinkle with a little salt and pepper', 'roast until tender , about 20 minutes', 'meanwhile , combine breadcrumbs , parmesan , parsley , oil , 1 / 8 t', 'salt and some pepper', 'remove mushrooms from oven', 'top each with 2 t', 'of crumb mixture , spreading evenly', 'return to oven and cook until browned , about 5 minutes']",from eating well.,50,1
192496,white chicken chili with rotel tomatoes,"['heat oil in large pot over medium-high heat', 'add chicken and cook until no longer pink', 'remove chicken and set aside', 'add onion and garlic to skillet and cook until tender', 'place chicken , onion , and garlic in pot', 'add chicken stock , beans , rotelle tomatoes salt and pepper', 'cook about 30 minutes on medium heat or until the chicken is the desired tenderness', 'place servings into bowl', 'sprinkle with cheese and add sour cream', 'crockpot directions: place chicken , onion , and garlic in crockpot', 'add chicken stock , beans , rotelle tomatoes salt and pepper', 'cook on low 5 to 6 hours']","i adapted a white chicken chile i found here.
i loved it so much i had it for breakfast.
the rotel tomatoes is an inpiration from watching paula deen.",50,1
383861,pms brownies aka cheesecake topped brownies,"['1', 'preheat oven 350 degrees f', 'grease a 9x13 inch baking pan', '2', 'prepare brownie mix according to the directions on the package', 'spread into prepared baking pan', '3', 'in a medium bowl , beat cream cheese , butter and cornstarch until fluffy', 'gradually beat in sweetened condensed milk , egg and vanilla until smooth', 'pour cream cheese mixture evenly over brownie batter', '4', 'bake in preheated oven for 45 minutes , or until top is lightly browned', 'allow to cool , spread with frosting , and cut into bars', 'store covered in refrigerator , or freeze in a single layer for up to 2 weeks']","these brownies are three layers,cheesecake topped with chocolate icing.they have been a favorite of my families for years now.you can see why we call them pms brownies! chocolate chocolate chocolate.i usually end up making a double recipe because they dont last very long.",65,1
384125,pear   blue cheese walnut salad w  pear vinaigrette,"['halve and core the pears', 'slice thin , brush with lemon juice to prevent browning', 'this may be done up to 60 minutes ahead', 'to arrange the salads: line plates with salad greens', 'fan pear slices atop each serving', 'sprinkle with some blue cheese and candied nuts', 'drizzle with dressing', 'serve extra on the side', 'candied walnuts / pecans', 'line a baking sheet with foil', 'butter or spray with a nonstick oil', 'in a heavy skillet , over medium heat , combine: 1 c walnuts , 1 / 2 c sugar and 2 t butter', 'cook until sugar starts to melt , do not stir', ""reduce heat to low and cook 'til sugar is golden brown"", 'stirring occasionally', 'remove from heat and pour onto prepared baking sheet', 'cool completely', 'break into clusters', 'pear nectar vinaigrette', 'in a screw top jar , combine:', 'white wine vinegar , oil , pear nectar , dijon mustard , salt , pepper', 'cover and shake well', 'store in refrigerator for up to one week', 'shake before serving', 'makes about 1c']",this is a recipe i clipped from a cooking magazine over 20 years ago.  i suppose the salad is similar to others posted but the dressing is slightly different. pear nectar can be found amongst the canned juices at your grocer. buy a good crumbled blue cheese and feel free to cheat and buy pre-sweetened nuts. enjoy this refreshing salad. cook time is sugar coating the nuts.,40,1
235732,goofy waldorf salad in a cone,"['in a large mixing bowl , stir all ingredients well', 'scoop into ice cream cones']","this is from family fun.  a fun way to get more fruit into the kids, and they can help assemble them. pack them in the lunchbox for a treat. the walnuts can be optional for younger kids.",15,1
83583,sweet  n smoky oven bbq chicken,"['place chicken , skin side up , in baking pan', 'pour water around chicken', 'sprinkle with hickory smoked salt& pepper', 'bake chicken , uncovered , for 30 minutes at 375 degrees', 'mix ingredients for bbq sauce', 'pour bbq sauce over chicken& bake 30 minutes longer , or until fork can be inserted easily into chicken', 'makes 4 servings']",this recipe has a wonderful flavor! the bbq sauce is made with maple syrup which helps to cut the tangyiness of the bbq sauce. this is one of my families favorites!,75,1
264257,roasted acorn squash risotto,"['preheat your oven to 400 degrees', 'place the acorn squash , cut side down on a well oiled baking sheet', ""bake for about 30 minutes , or until 'fork' tender"", 'remove from the oven , and let cool for a few minutes', 'scoop out the roasted squash from the skins and set aside', 'in a heavy saucepan , heat the olive oil on medium heat , and saut the onion and garlic for 3 minutes', 'add the curry , spices , and uncooked arborio rice and stir well , until the rice is coated', 'stir and cook for about 5 minutes', 'combine the water and vegetable broth', 'add the sherry , and 1 cup of the broth , and bring to a boil', 'reduce heat and simmer uncovered , stirring frequently for 7-8 minutes', 'when most of the liquid is absorbed , add the remaining cups of broth 1 cup at a time , stirring and simmering until each cup of liquid is absorbed before adding the next one', 'when the final cup of liquid is mostly absorbed , add in the roasted squash and mix well', 'continue stirring with a wooden spoon until the rice is creamy , yet still retains some bite', 'add freshly ground pepper , cover and set aside for a few moments before serving', 'garnish with pecans and parsley']","i wanted to find a recipe that reminded me of a dish i ate a local restaurant once; before i became vegan. luckily, this version is.",90,1
130322,tuna gohan,"['saute onions in medium pot', 'add cans of tuna and egg', 'using a handful off chopsticks , whip up the egg , tuna and onions until fluffy and dry', 'add sugar', 'add curry + / - chili powder to taste', 'serve on top of cooked white japanese rice , top with some pickled red ginger', 'to complete the meal , boil some frozen green beans or other vegetable to eat with the tuna']","a fluffy tuna dish served up japanese style.  an easy, fast week-night recipe...",6,1
