ri_id,r_id,i_id,amount,unit
5102,87002,195,1,teaspoon
5103,87002,532,1⁄4,teaspoon
5104,87002,301,1,dash
5105,87002,193,1⁄4,teaspoon
5106,87002,6,2,tomatoes
5107,87002,471,1,sweet
5108,87002,16,3 1⁄2,cups
5109,87002,493,1,lb
5110,224468,49,1,tablespoon
5111,224468,8,1,tablespoon
5112,224468,48,1,large
5113,224468,673,1⁄2,tablespoon
5114,224468,35,2,teaspoons
5115,224468,45,1,tablespoon
5116,224468,578,2,slices
5117,224468,1341,1,philly
5118,224468,1250,1⁄2,cup
5119,224468,511,1⁄2,cup
5120,224468,184,2 -4,tablespoons
5121,224468,1342,2,cups
5122,224468,1343,1,cup
5123,224468,905,6,turkey
5124,327967,2,3,eggs
5125,327967,47,3,ounces
5126,327967,32,1,teaspoon
5127,327967,1344,1⁄8,teaspoon
5128,327967,506,1,teaspoon
5129,327967,1345,2,tablespoons
5130,327967,1346,2,lindt
5131,327967,11,1,tablespoon
5132,327967,45,2,teaspoons
5133,373530,87,1⁄2,ounce
5134,373530,1289,1,ounce
5135,373530,1141,1⁄2,ounce
5136,373530,536,,orange
5137,373530,558,,pineapple
5138,175499,492,2,cups
5139,175499,450,2 1⁄2,cups
5140,175499,164,2,10 ounce
5141,175499,1164,1,8 ounce
5142,175499,1347,1 1⁄2,cups
5143,175499,379,2,small
5144,175499,93,3⁄4,cup
5145,175499,51,1⁄4,cup
5146,175499,48,1,small
5147,175499,166,1,tablespoon
5148,175499,77,,salt
5149,175499,187,1,pinch
5150,175499,184,1⁄3,cup
5151,101054,580,12,quartered
5152,101054,128,5,large
5153,101054,235,,extra
5154,101054,232,,kosher
5155,101054,203,,fresh
5156,101054,860,1 1⁄2,lbs
5157,101054,171,,extra
5158,101054,49,1,clove
5159,439320,6,1,28 ounce
5160,439320,682,1,14 1/2 ounce
5161,439320,1101,1,14 1/2 ounce
5162,439320,48,1,onion
5163,439320,49,3 -6,cloves
5164,439320,683,2,teaspoons
5165,439320,702,2,teaspoons
5166,439320,673,2,teaspoons
5167,439320,34,2,tablespoons
5168,439320,126,1,tablespoon
5169,120403,270,1,quart
5170,120403,1074,1,quart
5171,120403,12,1 1⁄2,cups
5172,120403,665,1,cup
5173,120403,73,1,cup
5174,120403,96,1,tablespoon
5175,120403,17,1,tablespoon
5176,120403,261,3,cups
5177,45745,266,2⁄3,cup
5178,45745,106,1⁄3,cup
5179,45745,8,2,tablespoons
5180,45745,105,1,tablespoon
5181,45745,166,1,tablespoon
5182,45745,49,1,clove
5183,45745,1348,1⁄8,teaspoon
5184,135407,1132,1⁄2,cup
5185,135407,1349,1 1⁄2,cups
5186,135407,1350,1,12 ounce
5187,135407,39,1,cup
5188,135407,1265,1,cup
5189,135407,225,1,14 ounce
5190,135407,458,1⁄2,cup
5191,294221,952,2,fennel
5192,294221,367,1⁄2,large
5193,294221,220,1⁄2,red
5194,294221,76,1,bunch
5195,294221,525,1,bunch
5196,294221,170,7,ounces
5197,294221,403,1⁄2,pomegranate
5198,294221,608,1 1⁄2,teaspoons
5199,294221,171,2,tablespoons
5200,294221,827,1,pinch
5201,294221,77,,salt
5202,306910,1351,6,boneless
5203,306910,354,,cooking
5204,306910,691,1 1⁄2,cups
5205,306910,562,3⁄4,cup
5206,306910,75,2,garlic
5207,306910,326,1⁄2 - 1,jalapeno
5208,306910,700,1⁄4,teaspoon
5209,306910,513,1⁄2,teaspoon
5210,306910,859,3,ears
5211,306910,654,2,cups
5212,306910,809,1 1⁄2,cups
5213,306910,371,1,medium
5214,306910,151,,salt
5215,306910,239,,cilantro
5216,450171,29,1 1⁄2,cups
5217,450171,30,1⁄2,cup
5218,450171,1352,1,cup
5219,450171,1353,1,1/4 ounce
5220,450171,35,3,tablespoons
5221,450171,17,1,teaspoon
5222,450171,8,1,tablespoon
5223,450171,1354,1 1⁄4,cups
5224,298499,119,1,medium
5225,298499,331,1,shallot
5226,298499,191,,fresh
5227,298499,75,1,garlic
5228,298499,281,1⁄4,cup
5229,298499,208,1,cup
5230,298499,3,1,tablespoon
5231,298499,229,1,lb
5232,298499,203,1⁄4,teaspoon
5233,298499,17,1⁄8,teaspoon
5234,298499,804,,snipped
5235,11555,1355,2,lbs
5236,11555,262,1⁄2,cup
5237,11555,444,1⁄4,cup
5238,11555,233,1⁄4,cup
5239,11555,1356,2,tablespoons
5240,11555,49,1,clove
5241,11555,961,1,jalapeno
5242,160854,221,1⁄2,cup
5243,160854,513,2,tablespoons
5244,160854,98,2,tablespoons
5245,160854,947,2,tablespoons
5246,160854,34,2,tablespoons
5247,160854,17,3,teaspoons
5248,302845,45,1,cup
5249,302845,12,2,cups
5250,302845,2,4,large
5251,302845,946,3,cups
5252,302845,533,1,cup
5253,302845,162,1,teaspoon
5254,302845,92,3⁄4,cup
5255,302845,83,1,cup
5256,302845,1357,4,tablespoons
5257,302845,16,1,cup
5258,302845,1344,1 1⁄2,cups
5259,302845,17,1⁄3,cup
5260,302845,213,1⁄4,teaspoon
5261,445900,1358,1,cup
5262,445900,94,1,teaspoon
5263,211903,12,1⁄2,cup
5264,211903,223,1⁄2,cup
5265,211903,264,1⁄2,cup
5266,211903,86,1⁄2,teaspoon
5267,211903,1359,3,cups
5268,211903,887,1,cup
5269,211903,817,1⁄2,cup
5270,461756,1360,1,lb
5271,461756,206,4,ounces
5272,461756,357,1,tablespoon
5273,461756,166,1,tablespoon
5274,461756,688,1,tablespoon
5275,461756,65,1⁄4,teaspoon
5276,461756,49,1⁄4,teaspoon
5277,461756,17,1⁄4,teaspoon
5278,448857,30,1,cup
5279,448857,12,3⁄4,cup
5280,448857,32,1,teaspoon
5281,448857,3,1⁄2,cup
5282,448857,16,2⁄3,cup
5283,19054,283,1,cup
5284,19054,296,2,teaspoons
5285,19054,48,1,medium
5286,19054,518,1,green
5287,19054,103,2,stalks
5288,19054,75,3 -4,garlic
5289,19054,1040,1,28 ounce
5290,19054,329,1,15 ounce
5291,19054,1361,1,15 ounce
5292,19054,221,1 1⁄2,teaspoons
5293,19054,107,2,teaspoons
5294,19054,195,1,teaspoon
5295,19054,125,1⁄2,teaspoon
5296,19054,17,1⁄2,teaspoon
5297,409846,881,1⁄2,cup
5298,409846,30,1⁄2,cup
5299,409846,29,1⁄2,cup
5300,409846,32,2,teaspoons
5301,409846,14,1⁄2,teaspoon
5302,409846,118,1,tablespoon
5303,409846,84,1,large
5304,409846,1362,1⁄4,cup
5305,409846,501,1⁄4,cup
5306,409846,162,1,teaspoon
5307,409846,83,1⁄2,cup
5308,409846,1363,,light
5309,487911,1364,1,1 ounce
5310,487911,67,1,cup
5311,487911,1365,1,cup
5312,487911,1366,6,ounces
5313,27315,3,2,tablespoons
5314,27315,434,10,potatoes
5315,27315,48,2,onions
5316,27315,381,1,green
5317,27315,339,1⁄2,lb
5318,27315,77,,salt
5319,65115,45,2,tablespoons
5320,65115,859,2,cups
5321,65115,12,1,tablespoon
5322,65115,1367,1⁄3,cup
5323,124349,223,1⁄2,cup
5324,124349,12,1⁄2,cup
5325,124349,309,1,cup
5326,124349,1368,1,cup
5327,55303,1369,5,lbs
5328,55303,8,4,tablespoons
5329,55303,262,2,tablespoons
5330,55303,157,1,large
5331,55303,1370,1,large
5332,55303,708,1,tablespoon
5333,55303,75,8,garlic
5334,55303,673,2,tablespoons
5335,55303,683,2 1⁄2,tablespoons
5336,55303,17,1,teaspoon
5337,55303,140,1,teaspoon
5338,55303,207,1⁄4,cup
5339,64117,573,2,lbs
5340,64117,762,1,can
5341,64117,480,2,teaspoons
5342,64117,685,2,cans
5343,64117,511,2,cups
5344,64117,184,1,cup
5345,49294,8,2,tablespoons
5346,49294,1074,1,head
5347,49294,640,1,large
5348,49294,1069,1,16 ounce
5349,49294,187,1⁄4,teaspoon
5350,49294,98,1⁄2,teaspoon
5351,49294,77,,salt
5352,49294,1371,1,10 ounce
5353,97902,85,1 1⁄2,cups
5354,97902,32,1⁄4,teaspoon
5355,97902,31,1⁄4,teaspoon
5356,97902,17,3⁄8,teaspoon
5357,97902,2,1,egg
5358,97902,213,2,egg
5359,97902,178,1⁄2,cup
5360,97902,86,1 1⁄4,teaspoons
5361,97902,33,1⁄4,cup
5362,97902,62,1,tablespoon
5363,97902,12,1,cup
5364,24018,501,1,cup
5365,24018,411,4,ounces
5366,24018,368,2,granny
5367,24018,17,,salt
5368,24018,1372,,assorted
5369,24018,45,1⁄4,cup
5370,24018,8,1⁄4,cup
5371,24018,35,1⁄3,cup
5372,24018,1373,1⁄2,cup
5373,24018,439,1⁄2,teaspoon
5374,24018,812,1⁄2,teaspoon
5375,24018,54,1,teaspoon
5376,3852,166,1 1⁄2,teaspoons
5377,3852,767,1 1⁄2,cups
5378,3852,394,1 1⁄2,cups
5379,3852,501,1,cup
5380,3852,1374,1⁄2,lb
5381,3852,45,2⁄3,cup
5382,3852,12,2,cups
5383,3852,2,3,eggs
5384,3852,85,3,cups
5385,3852,32,1,teaspoon
5386,3852,17,1⁄2,teaspoon
5387,3852,83,1,cup
5388,112559,501,3⁄4,cup
5389,112559,1375,1⁄3,cup
5390,112559,49,3,cloves
5391,112559,195,2,teaspoons
5392,112559,196,2,teaspoons
5393,112559,428,1⁄4 - 1⁄2,teaspoon
5394,112559,77,,sea
5395,112559,645,3⁄4,cup
5396,112559,8,4,tablespoons
5397,112559,2,1,large
5398,129629,47,125,g
5399,129629,92,2,tablespoons
5400,129629,596,225,g
5401,59837,1254,2,cups
5402,59837,45,2,tablespoons
5403,59837,1376,1,tablespoon
5404,59837,350,1⁄4,teaspoon
5405,100362,101,1,boneless
5406,100362,48,1⁄2,medium
5407,100362,103,2,stalks
5408,100362,119,1,medium
5409,100362,49,2,cloves
5410,100362,8,1,tablespoon
5411,100362,30,2,tablespoons
5412,100362,204,1,teaspoon
5413,100362,107,1⁄2,teaspoon
5414,100362,208,1,14 1/2 ounce
5415,100362,682,1,14 1/2 ounce
5416,100362,16,1,cup
5417,100362,1377,1,cup
5418,100362,77,,salt
5419,422404,326,2,tablespoons
5420,422404,326,1,tablespoon
5421,422404,1378,4,ounces
5422,422404,92,12,ounces
5423,422404,1379,1,ounce
5424,186356,840,1 1⁄2,cups
5425,186356,1380,2,tablespoons
5426,186356,12,1 1⁄2,teaspoons
5427,186356,1381,1⁄2,cup
5428,186356,1382,1 1⁄2,cups
5429,186356,334,4,tablespoons
5430,227280,620,2,teaspoons
5431,227280,12,1⁄2,teaspoon
5432,227280,16,1,cup
5433,227280,17,1⁄2,teaspoon
5434,227280,30,3 1⁄4 - 3 1⁄2,cups
5435,227280,62,2,tablespoons
5436,66251,459,2,cups
5437,66251,83,1,cup
5438,66251,35,1,tablespoon
5439,66251,84,1 -2,apple
5440,66251,883,1⁄4,cup
5441,66251,319,1,cup
5442,3450,1287,1,46 ounce
5443,3450,1383,1,46 ounce
5444,3450,1384,3,6 ounce
5445,3450,979,4,10 ounce
5446,3450,1385,,to
5447,288861,1054,1,cup
5448,288861,35,2,teaspoons
5449,288861,45,1,teaspoon
5450,428894,797,1,chicken
5451,428894,85,2,tablespoons
5452,428894,17,1⁄2,teaspoon
5453,428894,222,1⁄2,teaspoon
5454,428894,45,2,ounces
5455,428894,8,1,tablespoon
5456,428894,48,1,onion
5457,428894,75,2,garlic
5458,428894,1032,4,mixed
5459,428894,707,5,fluid
5460,428894,449,10,fluid
5461,428894,364,4,ounces
5462,428894,27,4,ounces
5463,428894,369,1,tablespoon
5464,308162,45,125,g
5465,308162,827,1⁄2,cup
5466,308162,34,1⁄2,cup
5467,308162,86,1⁄2,teaspoon
5468,308162,2,1,egg
5469,308162,826,1 3⁄4,cups
5470,308162,17,1⁄2,teaspoon
5471,308162,817,125,g
5472,308162,1386,60,g
5473,73851,725,1,lb
5474,73851,805,1,can
5475,73851,48,1,onion
5476,73851,6,2,tomatoes
5477,73851,1232,1⁄2,head
5478,73851,199,1 1⁄2,cups
5479,73851,1387,1,16 ounce
5480,73851,1388,3,cups
5481,73851,574,1,package
5482,204546,365,10,hot
5483,204546,702,1⁄4,teaspoon
5484,204546,45,2,tablespoons
5485,204546,1389,1,19 ounce
5486,204546,1390,1,10 1/2 ounce
5487,204546,16,2,cups
5488,204546,682,1,16 ounce
5489,204546,859,1,15 ounce
5490,426575,711,1 1⁄2,cups
5491,426575,679,1,cup
5492,426575,1028,1⁄2,cup
5493,426575,2,1,egg
5494,426575,34,1⁄2,cup
5495,426575,162,1⁄2,teaspoon
5496,426575,29,1,cup
5497,426575,31,1,teaspoon
5498,426575,32,1,teaspoon
5499,426575,17,1⁄2,teaspoon
5500,23156,449,7 -8,cups
5501,23156,45,1,tablespoon
5502,23156,48,1,small
5503,23156,656,2,cups
5504,23156,1008,1 1⁄2,cups
5505,23156,1264,6,sage
5506,23156,17,,salt
5507,23156,100,,freshly
5508,23156,51,1⁄2,cup
5509,133202,465,3⁄4,lb
5510,133202,131,1,small
5511,133202,1391,1,small
5512,133202,119,2,carrots
5513,133202,495,1⁄2,cup
5514,133202,7,1⁄2,cup
5515,133202,51,1⁄4,cup
5516,133202,8,1⁄4,cup
5517,133202,280,1,lemon
5518,133202,166,1 1⁄2,tablespoons
5519,133202,17,1⁄2,teaspoon
5520,133202,203,1⁄4,teaspoon
5521,72465,2,12,eggs
5522,72465,58,1⁄4,cup
5523,72465,62,3,tablespoons
5524,72465,17,1⁄4,teaspoon
5525,95335,16,1,cup
5526,95335,45,2,tablespoons
5527,95335,17,1,tablespoon
5528,95335,1392,1,teaspoon
5529,95335,356,1,teaspoon
5530,95335,29,2 1⁄4,cups
5531,95335,501,3⁄4,cup
5532,95335,994,1⁄3,cup
5533,95335,1216,1⁄3,cup
5534,95335,12,3,tablespoons
5535,95335,1393,4,teaspoons
5536,13965,8,2,tablespoons
5537,13965,48,1,medium
5538,13965,206,5,cups
5539,13965,1057,1,tablespoon
5540,13965,125,1⁄4,teaspoon
5541,13965,187,1⁄8,teaspoon
5542,13965,193,1⁄4,teaspoon
5543,13965,1394,1,cup
5544,13965,1193,2,cups
5545,13965,1395,1,16 ounce
5546,13965,16,1,cup
5547,411154,8,1,tablespoon
5548,411154,48,1,small
5549,411154,725,1⁄2,lb
5550,411154,394,1⁄3,cup
5551,411154,94,2,tablespoons
5552,411154,153,1⁄4,teaspoon
5553,411154,807,,kosher
5554,411154,1236,2,store
5555,411154,2,1,large
5556,411154,92,1⁄2,cup
5557,411154,1396,1⁄4,teaspoon
5558,203339,8,1 -2,teaspoon
5559,203339,48,1,medium
5560,203339,75,1,garlic
5561,203339,743,3 -4,cups
5562,203339,77,,salt
5563,203339,75,2,garlic
5564,203339,205,2,teaspoons
5565,203339,171,2,tablespoons
5566,203339,1397,1 1⁄2,cups
5567,203339,1046,3 -4,fresh
5568,203339,140,,pepper
5569,203339,17,,salt
5570,203339,592,1,lb
5571,203339,1005,,mint
5572,203339,1398,,pecorino
5573,423567,1399,1,tablespoon
5574,423567,312,1,lb
5575,423567,75,2,garlic
5576,423567,1400,2,tablespoons
5577,423567,65,2,tablespoons
5578,423567,1401,1,tablespoon
5579,423567,1402,4,fresh
5580,423567,471,8,ounces
5581,423567,533,2 1⁄2,cups
5582,423567,580,8,ounces
5583,423567,626,3,tablespoons
5584,423567,828,,rice
5585,301539,1129,12,pimento
5586,301539,580,5,ounces
5587,301539,1403,1,14 ounce
5588,301539,1404,4,ounces
5589,301539,849,1⁄2,cup
5590,301539,171,1 1⁄2,tablespoons
5591,301539,997,1,tablespoon
5592,301539,1405,20,plain
5593,385818,3,1,teaspoon
5594,385818,573,1,lb
5595,385818,697,1⁄2,lb
5596,385818,48,1,onion
5597,385818,276,1⁄2,cup
5598,385818,103,1⁄2,cup
5599,385818,17,1 1⁄2,teaspoons
5600,385818,350,1⁄4,teaspoon
5601,385818,125,1⁄2,teaspoon
5602,385818,49,2,tablespoons
5603,385818,85,1,tablespoon
5604,385818,16,1,cup
5605,385818,72,1⁄4,cup
5606,385818,32,3,cups
5607,385818,712,1 1⁄2,teaspoons
5608,385818,2,3⁄4,teaspoon
5609,385818,83,6,tablespoons
5610,385818,1406,1,egg
5611,385818,102,3⁄4,cup
5612,385818,436,,egg
5613,385818,72,,vegetable
5614,385818,8,1,large
5615,385818,187,1,tablespoon
5616,385818,1407,2,tablespoons
5617,182857,484,1⁄3,cup
5618,182857,85,1⁄3,cup
5619,182857,98,1⁄4,teaspoon
5620,182857,105,1⁄3,cup
5621,182857,17,3⁄4,teaspoon
5622,182857,140,1⁄4,teaspoon
5623,182857,45,1,tablespoon
5624,182857,1408,4,boneless
5625,227720,45,1,tablespoon
5626,227720,903,1⁄4,cup
5627,227720,1409,2,tablespoons
5628,227720,236,1,mango
5629,227720,322,2⁄3,cup
5630,227720,168,5,tablespoons
5631,227720,162,1⁄2,cup
5632,227720,30,1 1⁄2,teaspoons
5633,227720,32,1 1⁄3,cups
5634,227720,153,2,teaspoons
5635,227720,17,1⁄2,teaspoon
5636,227720,383,1⁄4,teaspoon
5637,214849,87,1,orange
5638,214849,83,2,cups
5639,214849,1410,1⁄4,cup
5640,392010,1411,2,tablespoons
5641,392010,903,1,tablespoon
5642,392010,75,2,garlic
5643,392010,35,1,tablespoon
5644,392010,17,1,teaspoon
5645,392010,125,1,teaspoon
5646,392010,1412,1,lb
5647,392010,1413,1,cup
5648,392010,48,2,chopped
5649,392010,171,2,tablespoons
5650,392010,943,2,15 ounce
5651,296466,1414,1,14 1/2 ounce
5652,296466,347,1⁄4,cup
5653,370299,188,4,lbs
5654,370299,6,1,14 1/2 ounce
5655,370299,48,1,onion
5656,370299,237,1,red
5657,370299,75,6,garlic
5658,370299,961,2,large
5659,370299,195,1,tablespoon
5660,370299,350,1,tablespoon
5661,370299,221,1,tablespoon
5662,370299,311,,flour
5663,370299,184,,shredded
5664,370299,453,,avocado
5665,409247,12,1,cup
5666,409247,153,1,teaspoon
5667,409247,789,1⁄4,teaspoon
5668,409247,11,1,cup
5669,409247,476,3⁄4,teaspoon
5670,409247,134,1,teaspoon
5671,409247,1415,1,cup
5672,409247,2,3,large
5673,409247,833,1,pie
5674,248881,1416,410,g
5675,248881,75,1,garlic
5676,248881,1417,10,ml
5677,248881,758,30,ml
5678,248881,102,30,ml
5679,248881,8,30,ml
5680,248881,1311,5,ml
5681,248881,1016,,seasoning
5682,168114,85,2,cups
5683,168114,12,2,cups
5684,168114,13,3⁄4,cup
5685,168114,31,2,teaspoons
5686,168114,32,1,teaspoon
5687,168114,17,1,teaspoon
5688,168114,2,2,large
5689,168114,296,1⁄2,cup
5690,168114,83,1,cup
5691,168114,86,1,teaspoon
5692,168114,1418,8,ounces
5693,427892,404,3,lbs
5694,427892,48,1,large
5695,427892,2,1,egg
5696,427892,376,1⁄2,cup
5697,427892,484,1,cup
5698,427892,369,1,tablespoon
5699,427892,103,1,stalk
5700,427892,17,1,teaspoon
5701,427892,100,1⁄2,teaspoon
5702,427892,504,2,teaspoons
5703,195884,980,1,lb
5704,195884,220,1⁄4,red
5705,195884,1419,1⁄2,cup
5706,195884,1191,2,tablespoons
5707,195884,166,1⁄2,teaspoon
5708,85225,48,400 -500,ml
5709,85225,45,2,teaspoons
5710,85225,92,200,g
5711,85225,2,3,eggs
5712,85225,125,1⁄4,teaspoon
5713,85225,17,1 1⁄2,teaspoons
5714,85225,30,200,ml
5715,85225,32,1,teaspoon
5716,85225,339,100,g
5717,437709,58,2 1⁄2,cups
5718,437709,1245,2⁄3,cup
5719,437709,810,2,lemons
5720,437709,280,1,lemon
5721,437709,182,3,tablespoons
5722,239129,980,1,lb
5723,239129,262,1,tablespoon
5724,239129,776,1,tablespoon
5725,239129,17,1⁄2,teaspoon
5726,239129,193,1⁄4,teaspoon
5727,239129,1156,1,tablespoon
5728,239129,518,1,green
5729,239129,6,1 -2,tomatoes
5730,239129,44,1,tablespoon
5731,239129,1420,,black
5732,364652,85,1,cup
5733,364652,83,1⁄3,cup
5734,364652,118,2,tablespoons
5735,364652,32,1,teaspoon
5736,364652,17,1⁄2,teaspoon
5737,141638,45,1⁄4,cup
5738,141638,12,1,cup
5739,141638,2,2,eggs
5740,141638,92,1,cup
5741,141638,85,2,cups
5742,141638,31,1⁄2,teaspoon
5743,141638,1344,1,teaspoon
5744,141638,17,1,pinch
5745,141638,122,1,cup
5746,359022,1421,1,cup
5747,359022,31,1,cup
5748,359022,295,4,teaspoons
5749,141442,458,2,11 ounce
5750,141442,16,2,teaspoons
5751,141442,47,8,ounces
5752,141442,1422,,ghiridelli
5753,47927,45,3,tablespoons
5754,47927,85,4,tablespoons
5755,47927,83,3,cups
5756,47927,1367,4,tablespoons
5757,47927,184,2,cups
5758,47927,6,1⁄2,cup
5759,47927,12,1,teaspoon
5760,47927,187,3 -5,dashes
5761,47927,100,3 -5,dashes
5762,47927,1423,1,lb
5763,47927,17,,salt
5764,152544,45,125,g
5765,152544,1424,1,teaspoon
5766,152544,827,1⁄2,cup
5767,152544,2,2,eggs
5768,152544,460,1,cup
5769,152544,32,2,teaspoons
5770,152544,83,1⁄4,cup
5771,152544,1425,,icing
5772,152544,765,1,tablespoon
5773,152544,1426,6,tablespoons
5774,408511,1427,8,skinless
5775,408511,157,1,lemon
5776,408511,75,2,large
5777,408511,916,2,tablespoons
5778,408511,279,2,tablespoons
5779,408511,468,2,tablespoons
5780,408511,8,2,teaspoons
5781,408511,105,2,teaspoons
5782,408511,17,1⁄4,teaspoon
5783,408511,125,1⁄4,teaspoon
5784,408511,1133,1,1 pint
5785,104270,994,340,g
5786,104270,1428,375,g
5787,104270,122,375,g
5788,104270,1429,1 1⁄4,cups
5789,104270,45,,additional
5790,104270,1424,250,g
5791,104270,903,1,tablespoon
5792,104270,2,1,cup
5793,104270,1430,4,eggs
5794,104270,425,1,orange
5795,104270,1431,1,orange
5796,104270,460,1⁄3,cup
5797,104270,826,1 1⁄2,cups
5798,104270,1330,1⁄2,cup
5799,104270,307,1,tablespoon
5800,104270,14,1,tablespoon
5801,104270,1432,1,tablespoon
5802,104270,1433,200,g
5803,104270,501,250,g
5804,281731,1434,,vegetable
5805,281731,546,8,ounces
5806,281731,48,1⁄2,medium
5807,281731,49,1,teaspoon
5808,281731,626,3,tablespoons
5809,281731,912,24,inches
5810,281731,1435,6,tablespoons
5811,281731,510,,salsa
5812,461041,48,1,onion
5813,461041,206,2,mushrooms
5814,461041,1436,3,lambs
5815,461041,45,,knob
5816,461041,118,1,teaspoon
5817,461041,85,1,teaspoon
5818,461041,17,,salt
5819,461041,140,,pepper
5820,461041,83,2⁄3,cup
5821,461041,828,1⁄2,cup
5822,461041,825,2,tablespoons
5823,344194,1437,6,cups
5824,344194,8,2,tablespoons
5825,344194,1438,2,teaspoons
5826,344194,75,1,garlic
5827,344194,77,1⁄4,teaspoon
5828,344194,12,1,pinch
5829,344194,166,2,teaspoons
5830,400659,93,2,tablespoons
5831,400659,8,1,tablespoon
5832,400659,513,1⁄2 - 1,teaspoon
5833,400659,17,1⁄4 - 1⁄2,teaspoon
5834,400659,776,1⁄4,teaspoon
5835,400659,577,8,ounces
5836,400659,1439,1,3 ounce
5837,400659,859,1,8 ounce
5838,400659,919,2 -3,tablespoons
5839,401426,62,10,tablespoons
5840,401426,322,1⁄2,cup
5841,401426,2,1,large
5842,401426,871,1,teaspoon
5843,401426,30,2,cups
5844,401426,32,1⁄2,teaspoon
5845,401426,17,1⁄4,teaspoon
5846,401426,16,1,large
5847,144057,1440,3 -4,lbs
5848,144057,164,1,10 1/2 ounce
5849,144057,198,1,1 ounce
5850,144057,1441,,pepsi
5851,144057,48,1,large
5852,144057,434,2 -3,potatoes
5853,427220,220,1⁄2,red
5854,427220,8,1,tablespoon
5855,427220,285,1,teaspoon
5856,427220,2,8,eggs
5857,427220,16,1⁄4,cup
5858,427220,1442,2,cups
5859,427220,291,1,cup
5860,60465,188,3 -4,lbs
5861,60465,77,,salt
5862,60465,9,,garlic
5863,60465,381,2,green
5864,60465,48,1,large
5865,60465,103,2,stalks
5866,60465,8,2,tablespoons
5867,60465,94,1⁄2,cup
5868,60465,1430,1,orange
5869,60465,157,1,lemon
5870,60465,12,1⁄3,cup
5871,60465,504,1,cup
5872,61698,339,6,slices
5873,61698,709,1,lb
5874,61698,48,1⁄2,chopped
5875,61698,119,1⁄2,cup
5876,61698,103,1⁄2,cup
5877,61698,208,2,14 1/2 ounce
5878,61698,617,10 3⁄4,ounces
5879,61698,796,1⁄4,teaspoon
5880,61698,140,1⁄8,teaspoon
5881,61698,1443,1 1⁄4,cups
5882,412593,365,2,hot
5883,412593,1444,2,ounces
5884,412593,1445,1,soft
5885,482200,8,,olive
5886,482200,6,6,tomatoes
5887,482200,484,1⁄2,cup
5888,482200,683,2,tablespoons
5889,482200,174,2,tablespoons
5890,482200,75,1,garlic
5891,482200,331,3,tablespoons
5892,482200,17,1⁄2,teaspoon
5893,482200,140,1⁄4,teaspoon
5894,482200,702,1⁄8,teaspoon
5895,155018,16,3,tablespoons
5896,155018,17,1⁄4,teaspoon
5897,155018,140,1⁄8,teaspoon
5898,155018,3,2,tablespoons
5899,155018,1446,1 1⁄4,lbs
5900,248378,1447,1,lb
5901,248378,261,1,tablespoon
5902,248378,262,1,tablespoon
5903,248378,357,1,teaspoon
5904,248378,75,1,garlic
5905,248378,476,1⁄2,teaspoon
5906,248378,3,1,teaspoon
5907,248378,1448,1,10 ounce
5908,248378,208,1,tablespoon
5909,248378,492,,hot
5910,248378,1086,1,tablespoon
5911,345733,1449,2 1⁄4,lbs
5912,345733,48,1,large
5913,345733,1450,1,teaspoon
5914,345733,513,1,teaspoon
5915,345733,65,1,teaspoon
5916,345733,307,1,teaspoon
5917,345733,1312,1,pinch
5918,345733,17,1,pinch
5919,345733,1451,1⁄2,lemon
5920,345733,668,12,dried
5921,345733,75,4,garlic
5922,345733,171,2,tablespoons
5923,345733,1452,,whole
5924,345733,239,,chopped
5925,491512,45,1,cup
5926,491512,12,1⁄2,cup
5927,491512,1453,3,tablespoons
5928,491512,643,1,egg
5929,491512,86,1⁄2,teaspoon
5930,491512,1454,1⁄2,teaspoon
5931,491512,85,2,cups
5932,491512,4,1 1⁄2,cups
5933,470469,117,2,lbs
5934,470469,83,2,tablespoons
5935,470469,62,3,tablespoons
5936,470469,17,1⁄4,teaspoon
5937,470469,140,1⁄8,teaspoon
5938,470469,51,1,cup
5939,470469,72,2,tablespoons
5940,470469,2,2,eggs
5941,470469,594,3 -4,cups
5942,98589,1455,1⁄2,cup
5943,98589,8,2,tablespoons
5944,98589,1456,2 1⁄2,lbs
5945,98589,1115,1⁄4,cup
5946,98589,77,,salt
5947,98589,192,1,imported
5948,98589,702,1⁄4,teaspoon
5949,98589,562,16 -20,small
5950,98589,85,3,tablespoons
5951,98589,504,2,cups
5952,98589,449,2,cups
5953,98589,49,1 -2,clove
5954,98589,126,1,tablespoon
5955,98589,546,3⁄4,lb
5956,286105,83,5,ounces
